ia_id	source	building	place	period	element	value	unit	value_m	leaf	printed_page	evidence	verified_full_res	quote
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Roman cow-house — Columella	Rome (i.6.6)	c. A.D. 60	cow-house breadth, preferred	10 ft	ft (Roman)	3.048	n101	67	author-rule	no	See also Columella, i. 6. 6. This author fixes the breadth at 10, or at least 9, feet.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Roman cow-house — Columella	Rome (i.6.6)	c. A.D. 60	cow-house breadth, minimum	9 ft	ft (Roman)	2.743	n101	67	author-rule	no	See also Columella, i. 6. 6. This author fixes the breadth at 10, or at least 9, feet.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Cow-house at Bolsterstone	Bolsterstone, South Yorkshire	vernacular	internal breadth	10 ft 8 in	ft in	3.251	n101	67	measured	no	The breadth of a cow-house at Bolsterstone, described hereafter, is 10 ft. 8 in.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Bay spacing measured by the author — Roman building, Bailgate	Lincoln	Roman	bay spacing, pillar centre to centre	14 ft 6 in	ft in	4.420	n103	69	measured	no	The author has measured the bays of the great Roman building lately found in Bailgate, on the west side of Lincoln Cathedral, and found them, when measured from the centre of each pillar, 14 ft. 6 in. apart.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Bay spacing measured by the author — parish churches	England	medieval	bay spacing	15 ft	ft (about)	4.572	n103	69	author-estimate	no	He has also measured the bays of a few churches and found them about fifteen feet apart. In cathedrals they are much wider.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Welsh Laws — yoke lengths (the unit the bay derives from)	Wales	medieval	field yoke	8 ft	ft	2.438	n245	211	author-rule	no	According to the Welsh Laws there were 8 feet in the field yoke and 16 feet in the long yoke. (i. 187.) "There are sixteen feet in the length of the long yoke." (i. 539.) "Sexdecim pedes et dimidium iugum faciunt longum, id est, hyryeu." (ii. 784.) "Pedes XV. et dimidium faciunt longum jugum." (ii. 852.) [CONFLICT: the four citations give the LONG yoke as 16, 16 1/2 and 15 1/2 feet. Addy prints all of them without resolving them. All four rows are recorded; do not average them.]
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Welsh Laws — yoke lengths (the unit the bay derives from)	Wales	medieval	long yoke (Welsh Laws i.187, i.539)	16 ft	ft	4.877	n245	211	author-rule	no	According to the Welsh Laws there were 8 feet in the field yoke and 16 feet in the long yoke. (i. 187.) "There are sixteen feet in the length of the long yoke." (i. 539.) "Sexdecim pedes et dimidium iugum faciunt longum, id est, hyryeu." (ii. 784.) "Pedes XV. et dimidium faciunt longum jugum." (ii. 852.) [CONFLICT: the four citations give the LONG yoke as 16, 16 1/2 and 15 1/2 feet. Addy prints all of them without resolving them. All four rows are recorded; do not average them.]
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Welsh Laws — yoke lengths (the unit the bay derives from)	Wales	medieval	long yoke (Welsh Laws ii.784)	16 ft 6 in	ft in (= 16 1/2 ft)	5.029	n245	211	author-rule	no	According to the Welsh Laws there were 8 feet in the field yoke and 16 feet in the long yoke. (i. 187.) "There are sixteen feet in the length of the long yoke." (i. 539.) "Sexdecim pedes et dimidium iugum faciunt longum, id est, hyryeu." (ii. 784.) "Pedes XV. et dimidium faciunt longum jugum." (ii. 852.) [CONFLICT: the four citations give the LONG yoke as 16, 16 1/2 and 15 1/2 feet. Addy prints all of them without resolving them. All four rows are recorded; do not average them.]
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Welsh Laws — yoke lengths (the unit the bay derives from)	Wales	medieval	long yoke (Welsh Laws ii.852)	15 ft 6 in	ft in (= 15 1/2 ft)	4.724	n245	211	author-rule	no	According to the Welsh Laws there were 8 feet in the field yoke and 16 feet in the long yoke. (i. 187.) "There are sixteen feet in the length of the long yoke." (i. 539.) "Sexdecim pedes et dimidium iugum faciunt longum, id est, hyryeu." (ii. 784.) "Pedes XV. et dimidium faciunt longum jugum." (ii. 852.) [CONFLICT: the four citations give the LONG yoke as 16, 16 1/2 and 15 1/2 feet. Addy prints all of them without resolving them. All four rows are recorded; do not average them.]
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Cow-house (domus vaccariae) at Felsa	Felsa (Meaux Abbey estate), Yorkshire	1396-9	internal length	80 ft	ft (= 5 bays of 16 ft)	24.384	n245	211	documentary-survey	no	1396-9. "In vaccaria insuper de Felsa unam novam domum vaccariae, lxxx pedum in longitudine; fecit de novo aedificari." Chron. Monast. de Melsa (Rolls Series), iii. 242. This was exactly 5 bays of 16 feet each.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Berchary (sheep-house), Meaux Abbey estate	Yorkshire	1396-9	internal length	160 ft	ft (= 10 bays of 16 ft)	48.768	n245	211	documentary-survey	no	On the next page we have a berchary 160 feet, i.e., ten bays, in length.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Basilica at Pompeii — tribunal and undercroft	Pompeii	Roman	tribunal breadth	32 ft	ft	9.754	n224	190	secondary	no	"At the west end," says Dr. Lange, "of the great hall" of the Pompeian basilica, "are three rooms. The middlemost of these is the tribunal, which is raised 5 1/2 feet above the floor of the great hall, and is 32 feet broad and 18 ft. 2 in. deep. On the sides of the tribunal are two side rooms about 18 feet broad... stairs... lead into a subterranean chamber lying 11 feet beneath the tribunal."
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Basilica at Pompeii — tribunal and undercroft	Pompeii	Roman	tribunal depth	18 ft 2 in	ft in	5.537	n224	190	secondary	no	"At the west end," says Dr. Lange, "of the great hall" of the Pompeian basilica, "are three rooms. The middlemost of these is the tribunal, which is raised 5 1/2 feet above the floor of the great hall, and is 32 feet broad and 18 ft. 2 in. deep. On the sides of the tribunal are two side rooms about 18 feet broad... stairs... lead into a subterranean chamber lying 11 feet beneath the tribunal."
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Basilica at Pompeii — tribunal and undercroft	Pompeii	Roman	tribunal floor height above hall floor	5 ft 6 in	ft in (= 5 1/2 ft)	1.676	n224	190	secondary	no	"At the west end," says Dr. Lange, "of the great hall" of the Pompeian basilica, "are three rooms. The middlemost of these is the tribunal, which is raised 5 1/2 feet above the floor of the great hall, and is 32 feet broad and 18 ft. 2 in. deep. On the sides of the tribunal are two side rooms about 18 feet broad... stairs... lead into a subterranean chamber lying 11 feet beneath the tribunal."
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Basilica at Pompeii — tribunal and undercroft	Pompeii	Roman	flanking room breadth	18 ft	ft (about)	5.486	n224	190	secondary	no	"At the west end," says Dr. Lange, "of the great hall" of the Pompeian basilica, "are three rooms. The middlemost of these is the tribunal, which is raised 5 1/2 feet above the floor of the great hall, and is 32 feet broad and 18 ft. 2 in. deep. On the sides of the tribunal are two side rooms about 18 feet broad... stairs... lead into a subterranean chamber lying 11 feet beneath the tribunal."
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Basilica at Pompeii — tribunal and undercroft	Pompeii	Roman	subterranean chamber depth below tribunal	11 ft	ft	3.353	n224	190	secondary	no	"At the west end," says Dr. Lange, "of the great hall" of the Pompeian basilica, "are three rooms. The middlemost of these is the tribunal, which is raised 5 1/2 feet above the floor of the great hall, and is 32 feet broad and 18 ft. 2 in. deep. On the sides of the tribunal are two side rooms about 18 feet broad... stairs... lead into a subterranean chamber lying 11 feet beneath the tribunal."
