book	ia_id	plate	leaf	plate_title	subject	content_type	measured	status	page_image_url	note
viollet_dictionnaire	fr.wikisource	—	—	Re-harvest of 9 previously-mined articles	dimension recovery with the four-form extractor	fortification + civil text	yes	VERIFIED	https://fr.wikisource.org/wiki/Dictionnaire_raisonn%C3%A9_de_l%E2%80%99architecture_fran%C3%A7aise_du_XIe_au_XVIe_si%C3%A8cle	CYCLE 37: built reference_manifests/vldnum.py covering ALL FOUR numeric forms ('1 m ,60' / '0,70 c.' / spelled-out 'deux metres' / digit+word '46 metres'); finds 53 tokens on the cycle-36 articles where the old extractor found 20. Re-harvested the 9 articles mined before cycle 36: 347 tokens, of which 88 carry a value not already in the manifests = 25% NEW. **CORRECTS MY OWN CYCLE-36 CLAIM of 'roughly two thirds still on the page'** - that inferred corpus coverage from TOOL recall, but those manifests were built by AGENTS READING THE TEXT, who handled all the forms fine. A tool's recall is not the corpus's recall. Richest: Architecture militaire +29, Porte +19, Escalier +14, Serrurerie +14. 17 genuinely-useful building rows -> viollet_reharvest_v1.tsv, incl. PEDESTRIAN DOORWAYS 1.00-1.50 m wide x 2.50-3.00 m high (Porte) - doors had only 4 rows in the whole corpus before cycle 35. TWO NEW TRAPS: (a) DRAWING SCALES look identical to dimensions ('a l'echelle de 0 m ,002 pour metre') - filter on 'a l'echelle de' and 'pour metre'; (b) THE PIED IS NOT ONE UNIT - Viollet quotes Scala's bastion profile in ROMAN feet (0.297896 m) and says so in a single parenthesis; converting with the pied de roi (0.3248) is an 8.4% error across six dimensions.
viollet_dictionnaire	fr.wikisource	—	—	Créneau / Hourd / Meurtrière / Mâchicoulis / Chemin de ronde	crenellation, hoarding and arrow-loop geometry	fortification text	yes	VERIFIED	https://fr.wikisource.org/wiki/Dictionnaire_raisonn%C3%A9_de_l%E2%80%99architecture_fran%C3%A7aise_du_XIe_au_XVIe_si%C3%A8cle	CYCLE 36: 47 rows -> reference_manifests/fortification_geometry_v1.tsv, each with its verbatim French quote and an evidence class. CLOSES the cycle-20 item that crenel/merlon dimensions were 'absent from all four fortification articles' - CRENEAU CARRIES THE COMPLETE XIIIc FORMULA in one sentence: merlon 2.00 m high x 1.70-3.30 m wide x 0.45 m thick, crenel sill 1.00 m above the walk, crenel 0.70 m wide. Plus archere opening 0.07-0.08 m with 0.40-0.45 m splay, and the stated design principle 'Les dimensions des crenelages etant donnees par la taille de l'homme'. EXTRACTOR DEFECT MEASURED AT 33% RECALL: Viollet writes numbers in THREE forms - '1 m ,60' (16 tokens, caught), '0,70 c.' (18 tokens, MISSED), and spelled out 'deux metres' (15 tokens, MISSED). The missed '0,70 c.' form is the very trap recorded in the cycle-35 briefing and never added to the pattern. Also: '0,30 c.' = 0.30 m but spelled-out 'trois centimetres' = 0.03 m - the abbreviation and the word differ. CORRECTED: the arrow-loop layout arc CD is struck OUTSIDE the tower circumference (radius 3.00+2.20 = 5.20 m on a 6 m tower), not inside; a sign error that would have been inherited by every generator built on the rule.
paley_moldings_1845	manualofgothicmo00pale_0	I	88	(untitled)	general moulding sections	arch/jamb profile sections	yes	VERIFIED	https://archive.org/download/manualofgothicmo00pale_0/page/n88_w1400.jpg	25 numbered figures. Hatched solid = cut stone; dashed rectangle behind figures = the uncut stock block. Dimensions in ft/in on figs 6, 12, 19. Fig 25 shows 45-degree setting-out grid. Engraved J. H. Le Keux. | CYCLE 22: figs 6 and 7 re-inspected at magnification (sips crop 430x620 @ 600,990 on the w1100 scan). Fig 6 member chain reads bowtell / hollow / smaller roll / 45-deg chamfer. Fig 7 shows receding orders with a quarter-round hollow in each internal angle - a distinct archetype from fig 6's single run. Both reconstructed parametrically in moulding_profiles_v1.json; PROPORTIONAL ONLY, radii not yet fitted to the printed 11x6 in stock (px/in scale failed cross-check - see findings section 30). || CYCLE 23 (measured): fig 6 isolated by connected components and read at 5x with a burned-in coordinate grid. Printed '11 in' line spans plate x1003-1246 = 243 px -> 22.09 px/in; cross-checked by the stock box x[1001,1242] = 241 px = 10.91 in vs 11 in printed (0.8%). CORRECTION to the cycle-22 note: the stock is 11 x 9.28 in, NOT 11 x 6 - the '6' is the FIGURE NUMBER, which Paley sets INSIDE the stock rectangle (plate x~1123 y~677). SCALE IS PER-FIGURE, NOT PER-PLATE: fig 5's '1 ft' line gives 23.75 px/in, 7.5% off fig 6 - so each figure must be measured on its own dimension line. Members at +/-0.1 in: soffit flat 4.66; hollow r1.0; bowtell 4.07 x 4.48 in dia (near 3/4 round on a narrow neck); hollow; 45-deg chamfer. Built chain closes 2.77 in SHORT in width - residual recorded, not tuned away. ALSO: n88_w1000/w1100/w1400 are all 1930x2951 - the IA 'w' parameter is a request, not a guarantee. ||| CYCLE 24 (fitted + overlay-checked): figs 5 and 6 SHARE ONE SOFFIT BASELINE at plate y=772 (single continuous engraved line) - that, not a shared figure, is why component isolation spanned x[667,1246]; the two dimension lines abut at x~1004-1010, fixing the boundary. Fig 6 members: soffit flat 4.57 in (x1004-1105); lower hollow r1.63 sweep 94.6deg; bowtell compass form centre plate (1198,727) r2.04 in; upper hollow r0.82 sweep 180deg; chamfer 4.01 in at 40.9 DEG - NOT 45, confirming Paley's 'generally (not invariably)' hedge is load-bearing. Built extent 10.77 x 8.20 vs measured 10.82 x 8.19 (0.4%/0.1%). BUT the overlay (docs/blender/paley_pl1_fig6_overlay.png) shows a 0.56 in C0 break at the arris - extent agreement is NOT evidence of correct geometry. |||| CYCLE 25: the arris break was a MISIDENTIFIED MEMBER. The limb from the soffit to the arris, plate (1104,768)->(1140,733), is STRAIGHT to 1.8 px over 36 at 44.2 deg - a CHAMFER, not the hollow recorded in cycles 23-24 (a chord fit returns a circle for a straight line). Bowtell least-squares fitted to its traced contour: centre plate (1190.5,721.5) r=50.6 px = 2.29 in, residual mean 0.37 px / max 1.01 px over 43 samples; the fit independently reproduces the soffit baseline (bottom y=772.1), the stock's right edge (right x=1241.1) and the arris cusp (left x=1139.9). Arris break 12 px -> 1.2 px. Soffit measured NOT level: rises 4 px over 100 (2.3 deg). Chamfers on this one figure measure 44.2 and 40.9 deg - Paley's 'generally (not invariably) 45' confirmed twice. OPEN: a hatched diagonal band plate (995,737)->(1185,642) sits up-left of the reconstruction - fig 5 encroaching, or an unaccounted fig-6 member. ||||| CYCLE 26: the diagonal band up-left of fig 6 is FIG 6'S OWN UPPER FACE, not fig 5 encroaching - fig 5's mass ends at plate x=999-1003 across y615-675, matching its stock edge x=1007. Fig 6's upper face: near-horizontal at plate y~722 (2.9 deg over x1004-1100, dev 4.5 px), stepping up to y~690 by x=1170; slab 46 px = 2.08 in thick above the soffit at x=1050. CONSEQUENCE: a moulding section is a CLOSED OUTLINE bounded on both sides, not an open profile chain - the reconstruction traced only the lower boundary. METHOD: this scan has NO WHITE - clear paper median 180 (175-183), hatched stone median 146-154; local-mean threshold must be MEASURED (172), not eyeballed (188 rendered the whole region black). |||||| CYCLE 27: full 1168-point boundary traced (contour.py). BOWTELL CONFIRMED a real member - void outside its fitted circle at 60/120/150/210/270 deg (interior 145-149, void 174-177); it abuts stone elsewhere only where it meets neighbours. THE MASS SILHOUETTE IS NOT THE PROFILE: it merges touching members, swallows the stock box's DRAWN top edge at y=567, and connects to fig 5 via the shared soffit baseline - use the mass only to decide which side of a line is void, and line-trace the profile. FIG 6 HAS TWO ENGRAVED FACES: upper, a continuous line plate (1000,723) -> (1117,710) -> (1160,702) -> (1185,637) -> (1213,597) -> (1242,591) running into the 40.9 deg chamfer; lower, the modelled chain (soffit, 44.2 deg chamfer, arris cusp, bowtell). Which is the moulded face and which the bed is NOT established and is not asserted. ||||||| CYCLE 28 (from Paley's TEXT, not the plate): no description page faces Plate I - leaf 89 carries only the imprint; the convention is in the body text. 'The outer wall-line parallel with the bottom of the page, and the soffit parallel to the side' -> THE WALL-LINE IS HORIZONTAL, THE SOFFIT IS VERTICAL. Cycles 22-27 called fig 6's bottom horizontal (y=772) 'the soffit'; it is the WALL-LINE, and the soffit is the vertical right edge at x=1241. Chain order is WALL-LINE FIRST ('a pencil carried along the wall-line first, and afterwards in and out of each cavity and round each projection'). HATCHING = the SAWN FACE ('shaded on the part which represents the level surface of the flat side of the stone'), so the hatched boundary minus the wall-line and soffit segments IS the moulded edge - which dissolves the cycle-27 'two faces' question: they are one continuous edge, never rivals. 'A scale of an inch to a foot' is ADVICE TO THE READER, not the plates' scale (figs 5 and 6 differ on the same sheet). See fig 10, Plate 2 (leaf 92): a=chamfer-plane, n=soffit-plane, c=wall-plane. |||||||| CYCLE 31 (fig 7 inspected at full resolution): component x[1230,1484] y[595,889], 1166-pt boundary. STRAIGHT-RUN SIGNATURE IS ALL WALL/SOFFIT-PLANE - 103 px at 89.4 deg, 87 px at 1.3, 51 at 3.4, 43 at 91.3, 43 at 88.7, 37 at 0.0, 36 at 88.4, 34 at 5.0 - with NO chamfer-plane member (one 38.7 deg candidate, likely an arc chord). FIG 6 vs FIG 7 = two generative strategies on one sheet: fig 6's principal member sits on a chamfer, fig 7 sinks hollows in the wall- and soffit-planes only, illustrating Paley's 'by sinking hollows in any one of these surfaces'. FIG 7 IS UNSCALABLE - it carries NO dimension line (the only spike near it, y=771, is its stock-box bottom edge: dashed, no arrowheads, no label), and scale is per-figure so fig 6's may not be borrowed. Shape yes, size no. TRAP: the 'paper on both sides' test for dimension lines is DEFEATED BY DIAGONAL HATCHING (a 9 px offset lands between strokes and reads as paper) - five false candidates passed it; use a sharp isolated DARK-FRACTION SPIKE instead (fig 6's line: 0.378 vs a 0.04-0.17 background). ||||||||| CYCLE 32 (dimline.py): THE ARROWHEAD IS THE ONLY RELIABLE SIGNATURE of a dimension line on a packed plate. Dashes have a median vertical thickness of 3 px; arrowheads are >=2x that. Fig 6's line terminates at thick clusters x1003-1008 and x1240-1245; fig 5's at x727-732 and x1003-1008 - THE MIDDLE CLUSTERS ARE THE SAME OBJECT, independently reproducing the cycle-25 finding that figs 5 and 6 abut. The LABEL is also thick, so it registers as a false arrowhead and splits a line ('11 in' splits fig 6 at x~1108); chain segments sharing an endpoint. Detector validates to <=10 px on both known lines (fig 6 x1007-1242 vs 1003-1246; fig 5 x730-1005 vs 725-1010). FIVE filter designs FAILED first: whole-row scan (finds baselines/border); dash-cluster + row spike (154 FPs - diagonal hatching is PERIODIC and resonates); tall-band paper BOTH sides (rejects fig 6 - a dimension line sits directly UNDER its figure); tall-band paper BEST side (still rejects - figures above AND below); cluster-then-validate (fails where two lines ABUT). NO surroundings-based test can work here. CENSUS NOT TRUSTWORTHY YET: 63 candidates, many spanning 480-700 px from over-chaining; the cycle-22 claim that only figs 6, 12, 19 carry dimensions REMAINS UNTESTED. |||||||||| CYCLE 33: NEW DIMENSION LINE FOUND AND READ AT FULL RESOLUTION - '10 1/2 in' at plate y=2120, arrowhead clusters x764-777 and x1091-1100 (label glyphs between at x934-969), tip to tip 336 px -> 32.0 px/in. THIRD DISTINCT SCALE ON ONE SHEET: fig 6 = 22.09, fig 5 = 23.75, this = 32.0 px/in - a 45% SPREAD. Reading a size off an unlabelled figure on this plate could be wrong by nearly half. Census: regularity filter (gap-CV with the LABEL gap dropped; fig 6 goes 0.85 -> 0.43) cut 63 candidates to 36, both known lines retained. FIVE SPOT-CHECKED AT FULL RESOLUTION: 2 real, 3 false -> PRECISION ~40%. The false ones (long parallel engraved rules, hatched block edges) are as REGULAR as real lines, so regularity cannot exclude them - only requiring an actual LABEL between the arrowheads will. Detector defect found by eye: it split the '10 1/2 in' line into two fragments because that label is physically wider than '11 in' and exceeds the 12 px chain tolerance. ||||||||||| CYCLE 34 (all 10 census candidates inspected at full resolution, independently + adversarially): PLATE I CARRIES EXACTLY THREE DIMENSION LINES. y=799 x1007-1242 = '11 in' (fig 6); y=922 x730-1005 = '1 ft.' (fig 5); y=2120 x773-1095 = '10 1/2 in' (fig 19/20 group). All three read identically by two independent verifiers; zero refuting votes. CORRECTION: the cycle-22 note that 'dimensions in ft/in [are] on figs 6, 12, 19' IS WRONG - fig 5 carries one and was never listed; that claim was a first-look impression that survived twelve cycles untested. Detector precision 30% (3 of 10), worse than the 40% estimated from a 5-candidate sample. ALL SEVEN false positives are ONE failure mode, not seven: periodic 45-degree hatching ALIASES into an apparent dash pattern when sampled along a single horizontal scanline, with coincidental vertical strokes at the ends registering as arrowheads. No second failure mode exists to hunt.
paley_moldings_1845	manualofgothicmo00pale_0	II	92	(untitled)	general moulding sections	arch/jamb profile sections	yes	VERIFIED	https://archive.org/download/manualofgothicmo00pale_0/page/n92_w1400.jpg	Referenced from the copying section for per-member horizontal/vertical measurement method (figs 20-22) and the bent-measure chamfer test (fig 15). || CYCLE 29 (fig 10 inspected at full resolution, 4x): Paley's LABELLED diagram of his three planes. Labels are ROTATED CAPITALS - the OCR's 'a/n/c' are misreads of A/B/C. A sits below the DIAGONAL = chamfer-plane; B sits right of the VERTICAL = soffit-plane. CONFIRMS BY EYE that THE SOFFIT IS VERTICAL and the wall-line horizontal (cycle 28's textual reading). Third label not located in either crop, so 'horizontal = wall-plane' rests on elimination plus the text. Fig 10 sits at plate x[385,625] y[1234,1345] on the 1930x2951 scan. THRESHOLD TRAP: Plate II's clear paper median is 167 vs Plate I's 180 - BELOW Plate I's threshold of 172 - so the binarization threshold is PER-SCAN, not a book constant; use 156 here. Fig 10's chamfer angle attempted but NOT obtained (traces ran to the scan-window edges); left unmeasured. ||| CYCLE 30: fig 10 MEASURED via longest-straight-run detection on the traced component boundary (no guessed windows). Runs: 109 px at 178.4 deg = the WALL-LINE (horizontal); 51 px at 87.8 deg = the SOFFIT (vertical); 61/51/43/35 px at 45.0/43.4/41.2/46.2 deg = the CHAMFER-PLANE. Paley's three planes recovered from PIXELS ALONE, matching his text and his A/B labels. PAGE SKEW measured from the figure's own known-horizontal and known-vertical runs: Plate II -1.5 deg (Plate I is +0.1 deg, effectively unskewed, noise floor ~1 deg). Skew-corrected fig 10 chamfers = 46.5/44.9/42.7/47.7, mean 45.5 +/- 2 -> HIS DIDACTIC EXAMPLE IS A TRUE 45. Plate I fig 6's real mouldings measure 44.2 and 40.9 uncorrected - 40.9 is 4 deg off and far outside the noise floor. 'Generally (not invariably) forty-five' QUANTIFIED: sample around 45 with a few deg of real scatter; do not hard-code 45 and do not dismiss the deviation as drafting noise.
paley_moldings_1845	manualofgothicmo00pale_0	III	96	(untitled)	general moulding sections	arch/jamb profile sections	yes	PLATE	https://archive.org/download/manualofgothicmo00pale_0/page/n96_w1400.jpg	Fig 1 = Early English doorway at Louth, cited as the model for giving whole-width of a series lying in one plane. Fig 10 = Ante-Norman chancel arch, Wittering.
paley_moldings_1845	manualofgothicmo00pale_0	IV	100	EARLY ENGLISH	Early English mouldings	arch/jamb profile sections	unknown	PLATE	https://archive.org/download/manualofgothicmo00pale_0/page/n100_w1400.jpg	First period-titled plate. Fig 9 cited for the cut-off feather edge of the pointed bowtell.
paley_moldings_1845	manualofgothicmo00pale_0	V	104	EARLY ENGLISH	Early English mouldings	arch/jamb profile sections	unknown	PLATE	https://archive.org/download/manualofgothicmo00pale_0/page/n104_w1400.jpg	Figs 5, 6, 9 cited for the compound moulding produced by roll-and-hollow. Fig 12 cited for a chamfer NOT at 45 degrees.
paley_moldings_1845	manualofgothicmo00pale_0	VI	108	DECORATED	Decorated mouldings	arch/jamb profile sections	unknown	PLATE	https://archive.org/download/manualofgothicmo00pale_0/page/n108_w1400.jpg	Fig 2 cited for the three-quarter-circle hollow struck with compasses in every receding sub-arch angle. Figs 9, 11, 12, 14 = double ogees divided by such hollows.
paley_moldings_1845	manualofgothicmo00pale_0	VII	112	DECORATED	Decorated mouldings	arch/jamb profile sections	unknown	PLATE	https://archive.org/download/manualofgothicmo00pale_0/page/n112_w1400.jpg	Most-cited plate in the book (20 text references). Roll-and-fillet projecting from a ridge, the favourite form under the first two Edwards.
paley_moldings_1845	manualofgothicmo00pale_0	VIII	116	PERPENDICULAR	Perpendicular mouldings	arch/jamb profile sections	yes	PLATE	https://archive.org/download/manualofgothicmo00pale_0/page/n116_w1400.jpg	Fig 3 cited for recording depth of hollows below a plane. Figs 2, 15 for cavetto ends; fig 21 for an abacus form shared with the string course.
paley_moldings_1845	manualofgothicmo00pale_0	IX	120	PERPENDICULAR	Perpendicular mouldings	arch/jamb profile sections	unknown	PLATE	https://archive.org/download/manualofgothicmo00pale_0/page/n120_w1400.jpg	Figs 11, 16 cited as the most frequent cavetto forms; example from the back of St John's College, Cambridge.
paley_moldings_1845	manualofgothicmo00pale_0	X	124	EARLY ENGLISH CAPITALS	Early English capitals	capital revolve profiles + elevations	yes	VERIFIED	https://archive.org/download/manualofgothicmo00pale_0/page/n124_w1400.jpg	40 figures. Figs 1-5 = small capital ELEVATIONS (fig 5 keyed A=abacus B=bell C=astragal); figs 6-37 = REVOLVE PROFILES; figs 22, 24, 40 = large detailed elevations (40 is a clustered shaft). Dimensions on figs 29, 30.
paley_moldings_1845	manualofgothicmo00pale_0	XI	128	DECORATED CAPITALS	Decorated capitals	capital revolve profiles + elevations	unknown	PLATE	https://archive.org/download/manualofgothicmo00pale_0/page/n128_w1400.jpg	Figs 12, 20 cited for a bell underside formed of an entire roll-and-fillet.
paley_moldings_1845	manualofgothicmo00pale_0	XII	132	(capitals)	capitals continued	capital revolve profiles + elevations	unknown	PLATE	https://archive.org/download/manualofgothicmo00pale_0/page/n132_w1400.jpg	Title band not legible in the head strip; text references (figs 3, 8, 11) are all capitals, incl. the nave piers of Trumpington church.
paley_moldings_1845	manualofgothicmo00pale_0	XIII	136	PERPENDICULAR CAPITALS	Perpendicular capitals	capital revolve profiles + elevations	unknown	PLATE	https://archive.org/download/manualofgothicmo00pale_0/page/n136_w1400.jpg	Figs 7, 10, 12 cited: the Perpendicular abacus section as a corruption of the Decorated scroll-moulding.
paley_moldings_1845	manualofgothicmo00pale_0	XIV	140	(bases)	bases	base revolve profiles	unknown	PLATE	https://archive.org/download/manualofgothicmo00pale_0/page/n140_w1400.jpg	Fig 33 cited = inverted scroll-edge bases at Tintern Abbey.
paley_moldings_1845	manualofgothicmo00pale_0	XV	144	(bases)	bases	base revolve profiles	unknown	PLATE	https://archive.org/download/manualofgothicmo00pale_0/page/n144_w1400.jpg	Figs 1, 2 = bases circular above and octagonal below. Fig 41 (Over and Histon) retains a trace of the Attic base side hollow. Fig 3 from Over chancel called unusual.
paley_moldings_1845	manualofgothicmo00pale_0	XVI	148	STRINGS AND LABELS	string courses and hood moulds	profile sections	unknown	PLATE	https://archive.org/download/manualofgothicmo00pale_0/page/n148_w1400.jpg	Fig 48 cited as a combination extremely common in labels and capitals; fig 2 quirked ogee treated as half of a Perpendicular member.
brandon_roofs_1849	opentimberroofso00bran	9	79	Roof over the Chancel of St Martin's Church, Leicester	arch-braced chancel roof	measured truss section + longitudinal view + member cross-sections	yes	VERIFIED	https://archive.org/download/opentimberroofso00bran/page/n79_w1600.jpg	Signed 'Measured & Drawn by Raphael & J. A. Brandon'. Carries a PRINTED SCALE BAR in feet so all geometry is measurable; cornice moulding 'Section on line A.B. 2in Scale'; 'Section of foot of Rafter and Cornice' and 'Section of Tie-beam' at 2in scale. Tracery-filled spandrel, embattled panelled cornice, carved corbel head, wall post.
brandon_roofs_1849	opentimberroofso00bran	(pair of 9)	81	(companion plate to Pl 9)	same roof, second sheet	measured working drawing	unknown	PLATE	https://archive.org/download/opentimberroofso00bran/page/n81_w1600.jpg	Plates run in pairs at 2-leaf spacing in places (24 four-gaps, 14 two-gaps) — consistent with the title's promise of perspective AND working drawings for one roof.
brandon_roofs_1849	opentimberroofso00bran	13	89	Roof over Trinity Chapel, Cirencester Church, Gloucestershire	chapel roof	measured section + details	yes	PLATE	https://archive.org/download/opentimberroofso00bran/page/n89_w1600.jpg	Adjacent description leaf carries the scantling block: Cornice 10x8, Purlin 10x10, Ridge 10x9, plus 'Space between Trusses 12 6' (truss bay spacing in ft/in). Note on plate: 'All the details are drawn 1/2 full [size]'.
brandon_roofs_1849	opentimberroofso00bran	(nave)	135	Roof over Nave	nave roof	measured section + details	yes	PLATE	https://archive.org/download/opentimberroofso00bran/page/n135_w1600.jpg	Scantling block gives Rafters 12x10 and Common Rafters 6x3.
shaw_metalwork_1836	examplesoforname00shaw_0	(railing)	40	Railing in Front of the Montesquieu Baths, at Paris	ornamental ironwork railing	dimensioned outline + hand-coloured finish view	yes	VERIFIED	https://archive.org/download/examplesoforname00shaw_0/page/n40_w1600.jpg	THE PLATE CONVENTION: dimensioned line drawing on the left, the SAME railing hand-coloured on the right, plus a base-block profile. Finish is grey-green painted iron with SELECTIVELY GILT ornament (entwined dolphins, anthemion shells, leaf finials) — paint-scheme authority, not bare metal. Subject is Empire/neoclassical, NOT medieval.
shaw_metalwork_1836	examplesoforname00shaw_0	(railings)	64	Railings — from the Mansion of Thos. Hope Esq.; designs by Wm. D. Batley and H. Shaw	ornamental ironwork railings	dimensioned outline + coloured view	unknown	PLATE	https://archive.org/download/examplesoforname00shaw_0/page/n64_w1600.jpg	Caption proves the book mixes surveyed examples with NEW designs by Shaw and contemporaries — a working designer's pattern book of its own day.
dollman_domestic_1861	analysisofancien01dolluoft	(St Cross)	100	St Cross' Hospital — The Refectory & its Details	medieval institutional/domestic hall	full measured survey: sections + plan + named moulding details	yes	VERIFIED	https://archive.org/download/analysisofancien01dolluoft/page/n100_w1600.jpg	Drawn F. T. Dollman, pub. J. Jobbins Holborn. ONE SHEET carries: transverse section (arch-braced roof with wind-brace lattice, wall thickness, stone coursing drawn), longitudinal section with room dimensions 32'0.5" x 26'3.75", plan at B.C., scale bar in feet, and SEVEN named dimensioned mouldings (refectory window, porch archway jamb, inner porch door jamb, entrance gateway jamb, upper string course, string course over gateway, parapet section). SCAN TRAP: landscape folio rotated 90 degrees in the scan.
brandon_roofs_1849	opentimberroofso00bran	X	81	Roof over the Chancel of St Martin's Church, Leicester (perspective)	arch-braced chancel roof	perspective view	no	VERIFIED	https://archive.org/download/opentimberroofso00bran/page/n81_w2000.jpg	The PAIR CONFIRMED: Pl IX (n79) = measured working drawing, Pl X (n81) = perspective of the SAME roof. Shows carved ANGELS WITH OUTSPREAD WINGS at the wall-piece ends, tracery spandrels, boarded panelled ceiling, embattled cornice. Pub. D. Bogue 86 Fleet Street 1849. Rotated 90 deg in scan.
brandon_roofs_1849	opentimberroofso00bran	desc IX-X	82	Description for Plates IX and X — St Martin's, Leicester (printed p.47)	letterpress description + scantling table	text: construction account, span, SCANTLINGS OF TIMBERS	yes	VERIFIED	https://archive.org/download/opentimberroofso00bran/page/n82_w2000.jpg	THE SCANTLING SOURCE. Span 23 ft 0 in; tie-beam 1'8"x1'2", cornice 10x8, purlin 10x10, ridge 10x9, common rafter 6.5x4.5, truss bay 12 ft 6 in; ridge template 3'6", purlin templates 2'6". Construction: tie-beam roof with NO principals; cornice framed into the tie-beam and NOT resting on the wall; whole weight on the tie-beam, kept from sagging by curved braces. TRAP: this leaf's own OCR is EMPTY - recoverable only visually.
gardner_ironwork1_1893	cu31924004684902	fig 17	62	Hinges, etc., at Stillingfleet Church	Norman door ironwork in situ	full-page HALFTONE PHOTOGRAPH	no	VERIFIED	https://archive.org/download/cu31924004684902/page/n62_w1700.jpg	Norman doorway with chevron arch orders, original ironwork on a vertically PLANKED door. Two great C-scroll/crescent straps spring from the hinge side and curl into coiled spiral terminals with leaf/serpent-head finials; horizontal strap band at mid height; a braided rope-motif band across the lower third; ring handle plus key and escutcheon at left; vertical straps off the bottom rail. KEY: the straps SPAN THE PLANK JOINTS - holding the boards together is their structural job and the curl is the same member decorated. Photograph, so it also carries real rust-on-weathered-oak tone.
gardner_ironwork1_1893	cu31924004684902	fig 36	98	The Eleanor grille, or herse, in Westminster Abbey	tomb grille	full-page wood engraving (rotated 90 deg in scan)	no	VERIFIED	https://archive.org/download/cu31924004684902/page/n98_w1700.jpg	PARAMETRIC DECOMPOSITION for a grille generator: (1) plain flat-bar rectangular frame; (2) vertical division bars at regular intervals; (3) panel fill = ONE C-scroll unit REPEATED and collared to the stems - the density is instancing, not freehand sculpting; (4) each scroll terminates in a small stamped rosette; (5) top rail carries evenly spaced trifurcated spike finials (the 'herse' = harrow, hence the name); (6) stands on a tomb chest with its own gabled cinquefoil arcade and heraldic shields (Castile/Leon). Ideal GN instancing target.
